BAST	fHbp_peptide	NHBA_peptide	NadA_peptide	PorA_VR1	PorA_VR2	MenDeVAR_Bexsero_reactivity	MenDeVAR_Trumenba_reactivity
4144	218	9	0	5-1	10-4	insufficient data	insufficient data
4145	13	1577	0	21-7	16	insufficient data	cross-reactive
4146	25	118	0	21	4	exact match	cross-reactive
4147	151	9	91	22-11	15-25	insufficient data	insufficient data
4148	16	469	0	5-11	2-2	insufficient data	cross-reactive
4149	1045	20	0	5-1	10-8	insufficient data	insufficient data
4150	104	1482	0	5-2	10-2	insufficient data	insufficient data
4151	1168	17	0	22	9	insufficient data	insufficient data
4152	121	20	0	5-1	10-8	insufficient data	cross-reactive
4153	25	8	0	12-1	2-2	insufficient data	cross-reactive
4154	190	18	0	22	14	insufficient data	insufficient data
4155	249	7	0	5-2	10-1	insufficient data	insufficient data
4156	22	29	121	19	15	insufficient data	insufficient data
4157	16	8	0	5-1	2-2	insufficient data	cross-reactive
4158	61	120	1	19	15	insufficient data	insufficient data
4159	21	20	0	5	2	insufficient data	cross-reactive
4160	144	33	1	18-1	34	cross-reactive	insufficient data
4161	13	1476	0	7-36	14	insufficient data	cross-reactive
4162	13	1477	0	7-12	13-1	insufficient data	cross-reactive
4163	366	118	0	19-2	13-7	insufficient data	insufficient data
4164	260	20	0	5	2	insufficient data	insufficient data
4165	13	21	0	21	16-11	insufficient data	cross-reactive
4166	1251	24	0	5	10-1	insufficient data	insufficient data
4167	31	1478	0	22	14	insufficient data	insufficient data
4168	13	25	0	18-7	9-5	insufficient data	cross-reactive
4169	31	30	21	19	15-1	none	insufficient data
4170	1254	18	0	22	14	insufficient data	insufficient data
4171	21	335	0	7-2	4	exact match	cross-reactive
4172	1199	18	0	22	14-3	insufficient data	insufficient data
4173	283	17	0	22	9	insufficient data	insufficient data
4174	90	255	0	21	16-16	insufficient data	insufficient data
4175	369	17	0	22	9	insufficient data	insufficient data
4176	245	3	100	7	16-26	insufficient data	insufficient data
4177	249	306	0	5-1	2-2	insufficient data	insufficient data
4178	1287	18	0	22	14	insufficient data	insufficient data
4179	366	869	0	22	14-6	insufficient data	insufficient data
4180	16	1476	0	22	9	insufficient data	cross-reactive
4181	215	17	0	22	9	cross-reactive	insufficient data
4182	19	2	0	18-1	34-5	exact match	cross-reactive
4183	510	29	1	22	9	insufficient data	cross-reactive
4184	25	7	0	22	14	insufficient data	cross-reactive
4185	16	21	0	22-1	3	insufficient data	cross-reactive
4186	1	3	1	19-7	15	exact match	cross-reactive
4187	403	1574	0	22	9	insufficient data	insufficient data
4188	23	1481	0	5-1	10-4	insufficient data	cross-reactive
4189	24	9	0	5-1	10-34	none	insufficient data
4190	22	29	197	19-2	13-1	insufficient data	insufficient data
4191	23	9	0	7	30-2	insufficient data	cross-reactive
4192	22	1480	121	5	2	insufficient data	insufficient data
4193	16	20	0	5-3	10-1	insufficient data	cross-reactive
4194	94	145	0	18-4	2	insufficient data	insufficient data
4195	25	7	0	22-42	14-6	insufficient data	cross-reactive
4196	16	465	0	22	9-18	insufficient data	cross-reactive
4197	19	24	0	18-1	34	insufficient data	cross-reactive
4198	4	2	0	18	25	exact match	cross-reactive
4199	499	18	0	22-28	14	insufficient data	insufficient data
4200	820	3	100	7	16-26	insufficient data	insufficient data
4201	510	29	1	5-1	10-1	insufficient data	cross-reactive
4202	19	2	0	18	25-99	exact match	cross-reactive
4203	15	29	6	5	2	cross-reactive	cross-reactive
4204	47	118	0	19-2	13-5	insufficient data	cross-reactive
4205	22	129	214	5	2	insufficient data	insufficient data
4206	83	130	0	5-1	10-4	insufficient data	insufficient data
4207	9	21	0	22-1	14	insufficient data	insufficient data
4208	47	118	0	5-2	10	insufficient data	cross-reactive
4209	467	18	0	22	14	insufficient data	insufficient data
4210	246	3	1	19-50	15	insufficient data	insufficient data
4211	400	18	0	22	14-31	insufficient data	insufficient data
4212	1291	118	0	19-2	13-1	insufficient data	insufficient data
4213	139	118	0	19-2	25-14	insufficient data	insufficient data
4214	19	29	0	19	13-1	insufficient data	cross-reactive
4215	19	58	0	12-1	13-1	insufficient data	cross-reactive
4216	31	9	0	5-1	10-4	none	insufficient data
4217	357	24	0	21	16-36	insufficient data	insufficient data
4218	1058	101	0	21-19	16-16	insufficient data	insufficient data
4219	19	29	6	5	2	cross-reactive	cross-reactive
4220	19	2	0	21-7	16-75	exact match	cross-reactive
4221	1	109	1	22	14-6	exact match	cross-reactive
4222	13	20	0	7-2	4	exact match	cross-reactive
4223	260	20	0	5	2-31	insufficient data	insufficient data
4224	25	470	0	5-2	10-1	insufficient data	cross-reactive
4225	180	2	0	18-1	34	exact match	cross-reactive
4226	1328	17	0	7-36	14	insufficient data	insufficient data
4227	22	29	213	5	2	insufficient data	insufficient data
4228	1329	18	0	22	14	insufficient data	insufficient data
4229	13	17	0	5	2	insufficient data	cross-reactive
4230	1330	18	0	22	14	insufficient data	insufficient data
4231	31	465	0	22	9	insufficient data	insufficient data
4232	22	29	5	5	2	insufficient data	insufficient data
4233	22	29	6	5	2-25	cross-reactive	insufficient data
4234	13	1653	0	21-7	16	insufficient data	cross-reactive
4235	25	29	6	5	2	cross-reactive	cross-reactive
4236	494	550	1	19	15	insufficient data	insufficient data
4237	45	18	0	5-1	10-1	none	exact match
4238	1177	3	100	7	16-26	insufficient data	insufficient data
4239	207	2	0	5-2	10-1	exact match	insufficient data
4240	733	2	0	7-2	9	exact match	insufficient data
4241	621	21	0	5-1	10-6	insufficient data	insufficient data
4242	13	17	0	5	2-96	insufficient data	cross-reactive
4243	187	18	0	22-1	14	insufficient data	cross-reactive
4244	45	18	0	7	30-3	none	exact match
4245	19	17	0	22	10-12	none	cross-reactive
4246	31	18	0	22	9	none	insufficient data
4247	4	2	0	12-1	9-29	exact match	cross-reactive
4248	13	24	0	5	2-96	insufficient data	cross-reactive
4249	16	26	0	7-2	4	exact match	cross-reactive
4250	4	799	0	5	2	cross-reactive	cross-reactive
4251	21	6	192	21	16	insufficient data	cross-reactive
4252	94	29	6	18	25-15	cross-reactive	insufficient data
4253	22	29	6	5	2-71	cross-reactive	insufficient data
4254	19	20	0	5-1	10-8	insufficient data	cross-reactive
4255	22	1266	0	22	14	insufficient data	insufficient data
4256	456	20	0	5-1	10-8	insufficient data	insufficient data
4257	409	20	0	22	9	insufficient data	insufficient data
4258	15	114	0	22	9	cross-reactive	cross-reactive
4259	1	20	21	19	15	exact match	cross-reactive
4260	1	3	1	19-5	15	exact match	cross-reactive
4261	102	2	0	22	14	exact match	insufficient data
4262	89	118	0	17-1	23-2	insufficient data	insufficient data
4263	160	29	6	5	2	cross-reactive	insufficient data
4264	4	18	0	18	25-44	cross-reactive	cross-reactive
4265	202	10	0	7-1	1	cross-reactive	insufficient data
4266	536	21	0	7	9	insufficient data	insufficient data
4267	30	114	0	21-7	16	insufficient data	cross-reactive
4268	19	18	0	21	16	none	cross-reactive
4269	170	26	0	18-1	3	insufficient data	insufficient data
4270	16	21	7	7-2	2	insufficient data	cross-reactive
4271	260	118	0	7-12	13-1	insufficient data	insufficient data
4272	120	18	0	22	14	insufficient data	insufficient data
4273	596	118	0	18-1	3	insufficient data	insufficient data
4274	47	20	0	19-2	13-1	insufficient data	cross-reactive
4275	1091	17	0	22	9	insufficient data	insufficient data
4276	275	130	0	7-4	1	insufficient data	insufficient data
4277	987	18	0	22	14	insufficient data	insufficient data
4278	15	21	0	19-2	13-1	cross-reactive	cross-reactive
4279	14	30	21	7-2	4	exact match	cross-reactive
4280	325	1489	0	22	14	insufficient data	insufficient data
4281	1351	20	0	22	14	insufficient data	insufficient data
4282	1353	118	0	19-2	13-7	insufficient data	insufficient data
4283	1363	118	0	19-2	13-1	insufficient data	insufficient data
4284	105	3	217	7	16	insufficient data	insufficient data
4285	213	118	0	19-2	13-1	insufficient data	insufficient data
4286	249	115	3	22	14	cross-reactive	insufficient data
4287	99	118	0	19-2	13-15	insufficient data	insufficient data
4288	19	2	0	7-1	30-3	exact match	cross-reactive
4289	1364	17	0	21	4	exact match	insufficient data
4290	25	6	0	5-1	2-68	none	cross-reactive
4291	47	1668	0	18-1	3	insufficient data	cross-reactive
4292	13	1669	0	21	14	insufficient data	cross-reactive
4293	1352	1670	0	22	14	insufficient data	insufficient data
4294	21	0	0	22	4	exact match	cross-reactive
4295	47	130	0	7	30	insufficient data	cross-reactive
4296	1148	29	6	5	2	cross-reactive	insufficient data
4297	1368	18	0	22	14	insufficient data	insufficient data
4298	18	669	0	22	14	insufficient data	insufficient data
4299	466	24	0	18-1	3-8	insufficient data	insufficient data
4300	37	9	8	18-1	3	exact match	insufficient data
4301	252	656	0	19	15	insufficient data	cross-reactive
4302	15	21	0	18-1	34	cross-reactive	cross-reactive
4303	13	1671	0	21-7	16	insufficient data	cross-reactive
4304	224	3	159	7-25	16-26	insufficient data	insufficient data
4305	18	1660	0	22	14-3	insufficient data	insufficient data
4306	8	470	0	19-1	26	insufficient data	insufficient data
4307	16	21	0	18	25-15	insufficient data	cross-reactive
4308	19	116	0	5-1	10-8	insufficient data	cross-reactive
4309	16	669	0	5-2	10-1	insufficient data	cross-reactive
4310	224	313	100	7	16-26	insufficient data	insufficient data
4311	106	819	0	22-1	1	insufficient data	insufficient data
4312	47	20	0	5-1	10-1	insufficient data	cross-reactive
4313	45	47	0	22	14	none	exact match
4314	224	3	100	5	2	insufficient data	insufficient data
4315	224	3	100	7-2	16-68	insufficient data	insufficient data
4316	224	3	100	7-48	16-26	insufficient data	insufficient data
4317	260	707	0	22	1	insufficient data	insufficient data
4318	25	7	0	22	14-6	insufficient data	cross-reactive
4319	16	21	0	18-4	25	insufficient data	cross-reactive
4320	224	7	100	22	9	insufficient data	insufficient data
4321	19	2	0	18-26	34	exact match	cross-reactive
4322	16	912	0	22-1	14	insufficient data	cross-reactive
4323	16	21	0	18	25-32	insufficient data	cross-reactive
4324	762	20	0	18-1	3	insufficient data	insufficient data
4325	4	38	0	18	25-15	cross-reactive	cross-reactive
4326	224	58	100	7	16-26	insufficient data	insufficient data
4327	16	669	0	17-6	23-28	insufficient data	cross-reactive
4328	224	3	100	7	30-51	insufficient data	insufficient data
4329	19	29	0	19	15	insufficient data	cross-reactive
4330	19	2	0	19-1	26-4	exact match	cross-reactive
4331	224	3	100	5	2-7	insufficient data	insufficient data
4332	1296	58	0	7	30-3	insufficient data	insufficient data
4333	4	2	0	7-2	4-13	exact match	cross-reactive
4334	13	20	0	19-1	15	insufficient data	cross-reactive
4335	25	7	0	5-1	10-40	insufficient data	cross-reactive
4336	22	3	100	7-2	16-26	insufficient data	insufficient data
4337	499	920	100	7-2	16-26	insufficient data	insufficient data
4338	25	7	0	5	2-12	insufficient data	cross-reactive
4339	627	912	0	12-6	13-70	insufficient data	insufficient data
4340	627	912	0	12-6	13-13	insufficient data	insufficient data
4341	1296	58	0	7-2	30-3	insufficient data	insufficient data
4342	94	145	0	18-4	25-7	insufficient data	insufficient data
4343	25	24	0	22	30	insufficient data	cross-reactive
4344	45	18	0	12-6	13-4	none	exact match
4345	224	3	100	5	2-67	insufficient data	insufficient data
4346	45	117	0	22	14	insufficient data	exact match
4347	4	707	0	18	25-15	cross-reactive	cross-reactive
4348	94	145	0	5-2	10-1	insufficient data	insufficient data
4349	25	58	0	22	14	insufficient data	cross-reactive
4350	499	21	0	22-1	14	insufficient data	insufficient data
4351	12	6	0	19	15	cross-reactive	insufficient data
4352	31	10	0	18	25-15	cross-reactive	insufficient data
4353	627	912	177	12-6	13-39	insufficient data	insufficient data
4354	4	2	0	7-63	9	exact match	cross-reactive
4355	19	2	0	18	25-19	exact match	cross-reactive
4356	18	1511	0	21-2	23-32	insufficient data	insufficient data
4357	102	58	0	12-6	13-22	insufficient data	insufficient data
4358	19	2	0	18-1	34-9	exact match	cross-reactive
4359	224	3	219	7-2	16-26	insufficient data	insufficient data
4360	1375	9	0	5-1	10-1	insufficient data	insufficient data
4361	94	10	0	18-21	25-102	cross-reactive	insufficient data
4362	16	20	0	18-54	2	insufficient data	cross-reactive
4363	1373	21	0	22	14	insufficient data	insufficient data
4364	119	53	0	21	4-45	insufficient data	insufficient data
4365	1374	58	0	7-2	30	insufficient data	insufficient data
4366	102	58	0	7-2	30-52	insufficient data	insufficient data
4367	16	58	0	7-73	30	insufficient data	cross-reactive
4368	21	239	0	18-1	30-53	insufficient data	cross-reactive
4369	4	291	0	18	25-101	cross-reactive	cross-reactive
4370	1373	967	0	22	14	insufficient data	insufficient data
4371	4	1682	0	18	25-101	cross-reactive	cross-reactive
4372	4	1675	0	18	25-15	cross-reactive	cross-reactive
4373	4	1690	0	18	25-15	cross-reactive	cross-reactive
4374	94	1676	0	5-2	10-1	insufficient data	insufficient data
4375	102	1674	0	7-2	30	insufficient data	insufficient data
4376	19	1677	0	7-2	13-43	insufficient data	cross-reactive
4377	4	1678	0	18	25-15	cross-reactive	cross-reactive
4378	13	1679	0	22	14	insufficient data	cross-reactive
4379	21	1673	100	7-2	16-26	insufficient data	cross-reactive
4380	1376	21	0	22-1	14	insufficient data	insufficient data
4381	89	20	1	19	14	insufficient data	insufficient data
4382	714	30	0	21	16	insufficient data	insufficient data
4383	249	18	0	22	14	insufficient data	insufficient data
4384	160	6	0	12-1	13-1	insufficient data	insufficient data
4385	17	655	0	7-2	13-1	insufficient data	insufficient data
4386	31	49	0	22	14	insufficient data	insufficient data
4387	102	1672	0	7	30	insufficient data	insufficient data
4388	1369	2	0	19	15	exact match	insufficient data
4389	34	64	0	22	15	insufficient data	insufficient data
4390	24	656	0	7-1	1	insufficient data	insufficient data
4391	25	1667	0	7-4	1	insufficient data	cross-reactive
4392	25	53	0	7-4	1	insufficient data	cross-reactive
4393	14	6	0	17	16-3	cross-reactive	cross-reactive
4394	14	868	0	19-5	15	cross-reactive	cross-reactive
4395	1	3	25	19	15	exact match	cross-reactive
4396	4	7	0	7-2	4	exact match	cross-reactive
4397	15	2	0	7-2	4	exact match	cross-reactive
4398	15	58	0	18-7	9	cross-reactive	cross-reactive
4399	19	6	0	19	13	none	cross-reactive
4400	1204	21	0	19-1	15-11	insufficient data	insufficient data
4401	13	24	0	7	30	insufficient data	cross-reactive
4402	106	6	0	22	14	insufficient data	insufficient data
4403	110	6	0	22	14	cross-reactive	insufficient data
4404	24	44	0	19	15	insufficient data	insufficient data
4405	15	1662	0	19-1	15-11	cross-reactive	cross-reactive
4406	15	21	0	18-7	9	cross-reactive	cross-reactive
4407	510	29	0	7-1	1	insufficient data	cross-reactive
4408	260	20	0	7-12	15	insufficient data	insufficient data
4409	22	601	0	18-1	30-3	insufficient data	insufficient data
4410	19	513	0	17-1	23	insufficient data	cross-reactive
4411	47	72	0	22	13-4	insufficient data	cross-reactive
4412	260	20	0	7-36	4	exact match	insufficient data
4413	520	8	0	12	16-75	insufficient data	insufficient data
4414	1058	101	8	21-19	16-16	exact match	insufficient data
4415	16	616	0	5-1	23	insufficient data	cross-reactive
4416	19	10	0	12-1	13-1	cross-reactive	cross-reactive
4417	21	819	0	12-1	23-6	insufficient data	cross-reactive
4418	94	145	0	19-2	13-32	insufficient data	insufficient data
4419	16	230	0	22-30	1	insufficient data	cross-reactive
4420	16	1172	0	12-8	16-119	insufficient data	cross-reactive
4421	101	237	0	22	14-18	insufficient data	insufficient data
4422	713	24	0	12-1	13-43	insufficient data	insufficient data
4423	22	709	0	12	23	insufficient data	insufficient data
4424	18	1524	0	21-2	23	insufficient data	insufficient data
4425	100	2	0	17	9	exact match	insufficient data
4426	101	24	0	22	2	insufficient data	insufficient data
4427	22	601	0	18-4	25-19	insufficient data	insufficient data
4428	330	2	0	7-2	13	exact match	insufficient data
4429	1	3	1	19-2	15-79	exact match	cross-reactive
4430	591	18	0	22	14	insufficient data	insufficient data
4431	541	2	0	7-2	13	exact match	insufficient data
4432	95	20	0	5	2	insufficient data	insufficient data
4433	1385	10	0	17	16-3	cross-reactive	insufficient data
4434	89	3	1	7	16	insufficient data	insufficient data
4435	13	24	0	5-10	2	insufficient data	cross-reactive
4436	13	114	0	21-7	16-123	insufficient data	cross-reactive
4437	16	1734	0	22-1	14	insufficient data	cross-reactive
4438	245	18	0	22	14	insufficient data	insufficient data
4439	100	20	0	5	2	insufficient data	insufficient data
4440	14	939	0	5-1	2-2	cross-reactive	cross-reactive
4441	13	9	0	21-7	16	insufficient data	cross-reactive
4442	37	1733	0	5-1	2-2	cross-reactive	insufficient data
4443	1386	21	0	22-1	14	insufficient data	insufficient data
4444	584	1335	0	22	14	insufficient data	insufficient data
4445	14	2	0	18	25-1	exact match	cross-reactive
4446	283	2	0	22	14	exact match	insufficient data
4447	147	6	0	19-15	13-13	insufficient data	insufficient data
4448	1266	10	0	21-7	26-2	cross-reactive	insufficient data
4449	1326	669	0	20	23	insufficient data	insufficient data
4450	13	803	0	17	16-4	insufficient data	cross-reactive
4451	13	803	0	7-2	4	exact match	cross-reactive
4452	19	2	0	22-36	23-2	exact match	cross-reactive
4453	13	1720	0	17	16-4	insufficient data	cross-reactive
4454	16	669	0	7-2	4	exact match	cross-reactive
4455	25	1727	0	5	2	insufficient data	cross-reactive
4456	21	20	0	7-2	4-1	insufficient data	cross-reactive
4457	13	1732	0	17	16-4	insufficient data	cross-reactive
